result;sentence;response;response_formatted;corrections
false;As the cities were smallers , it was less violence , noise , traffic ... ;Since the cities were smaller , there was less violence , noise , and traffic .;[];['As the cities were smaller , there was less violence , noise , traffic , etc . ', 'As the cities were smaller , there was less violence , noise , traffic ... ', 'As the cities were smaller , there was less violence , noise , traffic ... ', 'As the cities were smaller , there was less violence , noise , traffic ... ']
false;Even though he knows the advertisement is unreal or looks to pretty he is going to buy the product . ;Even though he knows the advertisement is unrealistic or looks too perfect , he is still going to buy the product .;[];['Even though he knows the advertisement is not real , or looks too pretty , he is going to buy the product . ', 'Even though he knows the advertisement is unrealistic and looks too pretty , he is going to buy the product . ', 'Even though he knows the advertisement is unrealistic and looks too pretty , he is going to buy the product . ', 'Even though he knows the advertisement is unreal and looks too pretty he is going to buy the product anyway . ']
false;These are several opposing points I observed between lecture and passage . ;Here are several contrasting points I noticed between the lecture and the passage .;[];['These are several opposing points I observed between the lecture and the passage . ', 'These are several opposing viewpoints I observed between the lecture and the passage . ', 'There are several opposing points I observed between the lecture and passage . ', 'These are several opposing points that I observed between lecture and passage . ']
false;Even though she does not have job , she also need car to use pick up her kids or go shopping . ;Even though she doesn't have a job , she still needs a car to pick up her kids and go shopping .;[];['Even though she does not have a job , she also needs a car to pick up her kids or go shopping . ', 'Even though she does not have job , she also needs a car to use to pick up her kids or go shopping . ', 'Even though she does not have a job , she also needs a car to pick up her kids or go shopping . ', 'Even though she does not have a job , she also needs a car to use to pick up her kids or go shopping . ']
false;"It kept Anasazi from living in American Southwest by very high temparture ; it caused droughts . ";The extremely high temperatures in the American Southwest prevented the Anasazi from living there , as they led to severe droughts .;[];"['It kept Anasazi from living in the American southwest with very high temperatures and caused droughts . ', 'Asasazi were kept from living in the American Southwest by very high temperatures , which often caused droughts . ', 'High temperatures kept Anasazi from living in the American Southwest ; there were droughts . ', 'It kept Anasazi from living in American Southwest because of very high temperatures which caused droughts . ']"
false;Because one time you get success and next time will why not ? ;Because if you achieve success once , there's no reason you can't do it again .;[];"['Once you get success why would you not get it next time ? ', 'Because if one time you are successful , then the next time -- well , why not ? ', ""Because one time you get success and next time you wo n't . "", 'Because one time you get success and the next time will why not ? ']"
false;While at university , he might specialize in a subject , while still taking a number of diverse other courses . ;While at university , he may specialize in a particular subject while still taking a variety of other diverse courses .;[];['While at university , he might specialize in one subject while still taking a number of other diverse courses . ', 'While at University , he might specialize in a subject , while still taking a number of diverse other courses . ', 'While at university , he might specialize in a subject , while still taking a number of diverse courses . ', 'While at university , he might specialize in a subject while still taking a number of other courses . ']
false;Both of these men have dealed with situations in an unconventional manner and the results are with everyone to see . ;Both of these men have handled situations in unconventional ways , and the results are evident for everyone to see .;[];['Both of these men have dealt with situations in an unconventional manner and the results are plain to see . ', 'Both of these men have dealt with situations in an unconventional manner and the results are for everyone to see . ', 'Both of these men have dealt with situations in an unconventional manner , and the results are visible for everyone to see . ', 'Both of these men have dealt with situations in an unconventional manner and the results are for everyone to see . ']
false;Moreover , take risks teaches you to accept both winning and losing , that is the most important lesson one should learn in order to achieve any kind of objective . ;Moreover , taking risks teaches you to accept both winning and losing , which is the most important lesson one should learn in order to achieve any objective .;[];['Moreover , taking risks teaches you to accept both winning and losing , and that is the most important lesson one should learn in order to achieve any kind of objective . ', 'Moreover , taking risks teaches you to accept both winning and losing , and that is the most important lesson one can learn to achieve any kind of objective . ', 'Besides , taking risks teaches you to accept both winning and losing , which is the most important lesson one should learn in order to achieve any kind of objective . ', 'Moreover , taking risks teaches you to accept both winning and losing , and that is the most important lesson one should learn in order to achieve any kind of objective . ']
false;I would like to initiate , myself , whatever I do on my trip to get much out of my trip . ;I would like to take the initiative in planning my activities to make the most out of my trip .;[];['I would like to initiate whatever I do in order to get more out of my trip . ', 'I would like to be the one to initiate whatever I do on my trip to get the most out of my trip . ', 'I would like to decide , myself , whatever I do on my trip to get the most out of it . ', 'I would like to initiate myself and whatever I choose do on the trip to get the most out of it . ']
false;It 's normal : propose something to the client and construct something different , is the best way ( and it 's legal ! ! ! ! ! ! ! ! ! ) ;It's normal to propose one idea to the client and then build something different . In fact , this approach is often the best way to proceed , and it's completely legal !;[];"[""It 's normal , propose something to the client and make something different , it 's the best way and it 's legal ! "", ""It 's normal : proposing something to the client and constructing something differently is the best way ( and it 's legal ! ) . "", ""It 's normal : propose something to the client and construct something different , it is the best way and it is legal . "", ""It 's normal : propose something to the client and construct something different , it is the best way ( and it 's legal ! ! ! ! ! ! ! ! ! ) . ""]"
false;this is how we are transforming our society at the present days The actual fact of being against this statement is that we are looking what we want at the moment in order to have a great time . ;"Here is a more fluent version of your text : ""This is how we are transforming our society today . The reality of opposing this statement lies in our tendency to seek immediate gratification for a good time . """;"['This is how we are transforming our society today . The reality of opposing this statement lies in our tendency to seek immediate gratification for a good time . ', '""This is how we are transforming our society today .', 'This is how we are transforming our society today . The reality of opposing this statement lies in our tendency to seek immediate gratification for a good time .', 'This is how we are transforming our society today .']";"['This is how we are transforming our society in the present day. The consequence of disagreeing with this statement is that we are looking at what we want in the moment in order to have a great time . ', 'This is how we are transforming our society in present days. The actual fact of being against this statement is that we are looking at what we want at the moment , in order to have a great time . ', 'This is how we are transforming our society at the present ; the actual fact of being against this statement is that we are looking for what we want at the moment in order to have a great time . ', 'This is how we are transforming our society in the present day ; the fact going against this statement is that we are looking for what we want at the moment in order to have a great time . ']"
false;Not only this , without a clear understanding of what is being taught , the student would not be able to perform well in the tests . ;Additionally , without a clear understanding of the material , the student would struggle to perform well on tests .;[];['Not only this,but without a clear understanding of what is being taught , the student would not be able to perform well on the tests . ', 'Not only this , but without a clear understanding of what is being taught , the student would not be able to perform well on the tests . ', 'Not only this , but without a clear understanding of what is being taught , the student will not be able to perform well on the tests . ', 'Not only that , but without a clear understanding of what is being taught , the student would not be able to perform well in the tests . ']
false;for example : a man whose hobbies is playing football , he must want to play the ball day until night and night until day again . ;For example , a man whose hobby is playing football would likely want to play from dawn till dusk and then again from dusk till dawn .;[];"['For example : a man whose hobby is playing football , must want to play football day until night and night until day again . ', ""For example , if a man 's hobby is playing football , he must want to play from day to night and from night to day . "", 'For example , a man whose hobbies is playing football must want to play day until night and night until day again . ', 'For example , a man whose hobby is playing football must want to play the ball day until night , and night until day again . ']"
false;Although the few lucky ones struck gold , most of the people simply vanished as they left their homes , only to be forgotten , and some of them even developed obsessions for the western mirage . ;Although a fortunate few struck gold , the majority of people simply vanished after leaving their homes , only to be forgotten . Some even became obsessed with the Western mirage .;[];['Although the few lucky ones struck gold , most of the people simply vanished as they left their homes , only to be forgotten , and some of them even developed obsessions for the western mirage . ', 'Although a few lucky ones struck gold , most people simply vanished when they left their homes , only to be forgotten , while others developed an obsession for the western mirage . ', 'Although the few lucky ones struck gold , most of the people simply vanished as they left their homes , only to be forgotten , and some of them even developed obsessions for the western mirage . ', 'Although the few lucky ones struck gold , most of the people simply vanished as they left their homes , only to be forgotten , and some of them even developed obsessions for the western mirage . ']
false;And like the citizens of the developed countries , these people want to possess cars themselves . ;Just like the citizens of developed countries , these people also aspire to own cars .;[];['Like the citizens of developed countries , these people want to possess cars themselves . ', 'And like the citizens of developed countries , these people want to own cars themselves . ', 'And like the citizens of developed countries , these people want to own cars themselves . ', 'And like the citizens of developed countries , these people want to possess cars themselves . ']
false;we grip on many subject we get ample exopsure greatly and easily . ;We gain a solid understanding of many subjects and receive ample exposure in a straightforward manner .;[];['We read on many subjects so we get ample exposure . ', 'We grasp many subjects and get ample exposure greatly and easily . ', 'We grip on many subjects so we get ample exposure greatly and easily . ', 'We have a grip on many subjects , we get ample exposure greatly and easily . ']
false;But on the other hand ther is also people that is often convinced by the interesting advertisements they see everywhere , becuase of this many times they have to face problems with the product that they bought and many times ther is no way to give back that product . ;On the other hand , there are also people who are often swayed by the intriguing advertisements they see everywhere . As a result , they frequently encounter issues with the products they purchase and , in many cases , find themselves unable to return them .;[];['But on the other hand there are also people that are often convinced by the interesting advertisements they see everywhere , because of this many times they have to face problems with the product that they bought and many times there is no way to give back that product . ', 'But on the other hand , there are also people that are often convinced by the interesting advertisements they see everywhere , and because of this they often face problems with the products they buy and many times there is no way to return that product . ', 'But on the other hand , there are also people oft convinced by the interesting advertisements they see everywhere , because of this , they frequently have to face problems with the product they bought , and many times there is no way to give back that product . ', 'But on the other hand , there are also people that are often convinced by the interesting advertisements that they see everywhere , because of this , many times they have to face problems with the product that they bought and many times there is no way to give back that product . ']
false;They take responsible the future of their society and the results , it can the most helpful thing for society . ;They take responsibility for the future of their society and its outcomes , which can be incredibly beneficial for everyone .;[];"['If they take responsibility for the future of society and the results , it may be the most helpful thing for society . ', 'They take responsibility for the future of their society and the results ; it can be the most helpful thing for society . ', 'They take responsibility for the future of their society and the results , which can be the most helpful thing for society . ', 'They take responsibility of the future of their society and the results , it can the most helpful thing for society . ']"
false;and you can change your views and ideas but you can not change ypu fact . ;You can change your views and ideas , but you cannot change the facts .;[];['You can change your views and ideas but you can not change facts . ', 'And you can change your views and ideas but you cannot change the facts . ', 'You can change your views and ideas but you cannot change your facts . ', 'and you can change your views and ideas but you can not change facts . ']
false;An old person has to give way to a younger one no matter whether he likes it or not . ;An older person must yield to a younger one , regardless of their personal preference .;[];['An older person has to make way for a younger person , even if he does not like it . ', 'An older person has to give way to a younger one no matter whether he likes it or not . ', 'An old person has to make way for a younger one , whether he likes it or not . ', 'An older person has to give way to a younger one whether he likes it or not . ']
false;Ever increasing competancy rates force them into frequent business model changes for a compatible trasisional flexibility . ;Rising competency rates compel them to frequently adapt their business models to maintain transitional flexibility .;[];['Ever increasing competency rates force them into frequent business model changes for a compatible transitional flexibility . ', 'Ever increasing competency rates force them into frequent business model changes for compatible transitional flexibility . ', 'Ever-increasing competency rates force them into frequent business model changes for a compatible , transitional flexibility . ', 'Ever-increasing competency rates force them into frequent business model changes for a compatible transitional flexibility . ']
false;However , this reading passage casts douts on the speaker 's mention . ;However , this reading passage casts doubt on the speaker's claims .;[];"[""However , this reading passage casts doubts on the speaker 's mention . "", ""However , this book passage casts doubt on the speaker 's words . "", ""However , this reading passage casts doubts on the speaker 's mention . "", ""However , this reading passage casts doubts on the speaker 's mention . ""]"
false;That is what it gives us a lot of opportunity to think . ;That gives us plenty of opportunities to think .;[];"['That gives us a lot of opportunity to think . ', 'That is what it gives us ; a lot of opportunity to think . ', 'That is what it gives us : a lot of opportunity to think . ', 'That is why it gives us a lot of opportunity to think . ']"
false;The placebo effect is not illusion but the real , so the drug was effected the placebo effect . ;The placebo effect is not an illusion but a real phenomenon , and it influenced the drug's effectiveness .;[];"['The placebo effect is not an illusion but real , so the drug was effected by the placebo effect . ', 'The placebo effect is not an illusion but real , so the drug was affected by the placebo effect . ', 'The placebo effect is not an illusion but real , so the drug was effected by the placebo effect . ', ""The placebo effect is not an illusion , it 's real , so the drug was affected by the placebo effect . ""]"
false;When I go to travel to see something I want , we do not know about when it is open or close even though I study before , it might be suddenly close . ;When I travel to see something I want , I sometimes find that it's unexpectedly closed , even though I've researched its hours beforehand .;[];"['When I travel to see something , I do not know when it will be open or closed , and even though I check beforehand , it might suddenly close . ', ""When I go to travel to see something I want to see , we do not know when it is opened or closed even though I 'll study beforehand , and so it might suddenly be closed . "", 'When I travel to see something I want , we do not know when it is open or closed , even though I study before , it might be suddenly closed . ', 'When I go traveling to see something I want , I do not know about when it is open or closed even though I study before , it might be suddenly closed . ']"
false;Its cost is half than other but lifecycle is the same . ;Its cost is half that of others , but the lifecycle is the same .;[];"['Its cost is half than the other but its life cycle is the same . ', 'It costs half of the other but its lifecycle is the same . ', ""Its ' cost is half than the other but the lifecycle is the same . "", 'Its cost is half of the other , but the lifecycle is the same . ']"
true;What we do now , we will able to do later . ;What we do now , we will be able to do later .;[];['What we do now , we can do later . ', 'What we do now , we will be able to do later . ', 'What we do now , we will be able to do later . ', 'What we do now , we will be able to do later . ']
false;According to me , there are two kind of studies : the ones highly technical and the others . ;In my opinion , there are two types of studies : highly technical ones and all the rest .;['highly technical ones and all the rest .', 'highly technical ones and all the rest . .'];"['According to me , there are two kind of studies : the highly technical ones and the others . ', 'According to me , there are two kind of studies : the highly technical ones and the others . ', ""As far as I 'm concerned , there are two kind of studies : the highly technical ones and the others . "", 'According to me , there are two kinds of studies : the highly technical ones and the others . ']"
false;Thus , we begin to share a information and ask own 's weaker subject . ;Thus , we start sharing information and asking for help in our weaker subjects .;[];['Thus , we begin to share information and ask our own questions about a weaker subject . ', 'Thus , we begin to share information and ask about our own weaker subject . ', 'Thus , we begin to share information and ask about our own weaker subject . ', 'Thus , we begin to share information and question our own weaker subject . ']
false;For example , in 2 0 0 6 world cup form Germany , as many conch wanna term work . ;For example , during the 2006 World Cup in Germany , numerous teams aimed to demonstrate strong teamwork .;[];['For example , in the 2 0 0 6 World Cup form Germany , many coaches on a team work . ', 'For example , in the 2 0 0 6 World Cup in Germany , many coaches wanted teamwork . ', 'For example , in the 2 0 0 6 world cup form Germany , as many conch wanna term work . ', 'For example , in the 2 0 0 6 World Cup in Germany , many coaches wanted team work . ']
false;Many Scientists obtained clear results of investigations after the facts were on the table before they could even began to theorise about them . ;Many scientists were able to obtain clear results from their investigations only after the facts were laid out , even before they began to theorize about them .;[];['Many Scientists obtained clear results of investigations after the facts were on the table , but before they could even begin to theorize about them . ', 'Many scientists obtained clear results from the investigations after the facts were on the table but before they even began to theorize about them . ', 'Many scientists obtained clear results of investigations after the facts were on the table , and before they could even begin to theorize about them . ', 'Many Scientists obtained clear results of investigations after the facts were on the table , before they could even begin to theorize about them . ']
false;They want to make people understend thet dhe product is the best and really you can trust on it . ;They aim to convey that their product is the best and truly trustworthy .;[];['They want to make people understand that their product is the best and you can really trust it . ', 'They want people to understand that the product is the best and you can really trust it . ', 'They want to make people understand that the product is the best , and you really can trust it . ', 'They want to make people understand that the product is the best and you really can trust it . ']
false;There can be any other theories about migrating reason and about the methods of migrating . ;There can be various theories regarding the reasons for migration and the methods used .;[];['There can be many other theories about the reasons for and methods of migration . ', 'There are many theories about the reasons for migrating and the methods of migrating . ', 'There can be other theories about the reason for migrating and about the methods of migrating . ', 'There can be many other theories about reasons for migrating and the methods of migrating . ']
false;Thus , the environmental issue will push more people to consider another way to commute instead of driving a car . ;Therefore , environmental concerns will encourage more people to explore alternative commuting options instead of driving a car .;[];['Thus , the environmental issue will encourage more people to consider ways to commute other than driving a car . ', 'Thus , the environmental issue will push more people to consider other ways to commute , rather than driving a car . ', 'Thus , the environmental issue will push more people to consider another way to commute instead of driving a car . ', 'Thus , the environmental issue will push more people to consider another way to commute instead of driving a car . ']
false;On the other hand , he /she can continue doing what they do well and hope to be noticed . ;Conversely , they can keep excelling at what they do and hope to be recognized .;[];['On the other hand , he /she can continue doing what they do well and hope to be noticed . ', 'On the other hand , he/she can continue doing what they do well and hope to be noticed . ', 'On the other hand , he/she can continue doing what they do well and hope to be noticed . ', 'On the other hand , he or she can continue doing what they do well and hope to be noticed . ']
false;Video is convenient , but , if teachers concern about students , so using texetbooks gives good ability for students . ;Video can be convenient , but if teachers are truly concerned about their students , using textbooks can provide valuable benefits .;[];['Video is convenient , but if teachers are concerned about students , using textbooks is a good ability for students . ', 'Video is convenient , but for teachers concerned about their students , the use of textbooks provides students with good abilities . ', 'Video is convenient , but if teachers care about students , using textbooks works better for students . ', 'Video is convenient , but if teachers are concerned about students , using textbooks can give students good abilities . ']
false;They tend to restrict traffic in certain days , hours , increasing parking fees , etc . ;They often restrict traffic on specific days and during certain hours , and they also increase parking fees , among other measures .;[];['They tend to restrict traffic on certain days and hours , and increase parking fees , etc . ', 'They tend to restrict traffic on certain days and between certain hours and increase parking fees , etc . ', 'They tend to restrict traffic during certain days and hours by increasing parking fees , etc . ', 'They tend to restrict traffic on certain days , hours , and increase parking fees , etc . ']
